"X","Class","cap.shape","cap.surface","cap.color","bruises","odor","gill.attachment","gill.spacing","gill.size","gill.color","stalk.shape","stalk.root","stalk.surface.above.ring","stalk.surface.below.ring","stalk.color.above.ring","stalk.color.below.ring","veil.type","veil.color","ring.number","ring.type","print","population","habitat"
4659,"Poisonous","x","y","y","f","Creosote","f","c","b","g","e","b","k","k","b","n","p","w","o","l","Brown","v","p"
4660,"Poisonous","x","f","y","f","Creosote","f","c","b","g","e","b","k","k","b","n","p","w","o","l","Brown","v","p"
4661,"Poisonous","f","y","g","f","Creosote","f","c","b","g","e","b","k","k","n","p","p","w","o","l","Brown","v","g"
4662,"Poisonous","x","s","w","t","Creosote","f","c","b","h","t","b","f","f","w","w","p","w","o","p","Brown","s","u"
4663,"Edible","f","y","e","t","Musty","f","c","b","w","e","?","s","s","w","w","p","w","t","e","White","c","w"
4664,"Edible","x","y","u","f","Musty","f","c","n","w","e","?","s","f","w","w","p","w","o","f","Brown","y","d"
4665,"Poisonous","x","y","y","f","Creosote","f","c","b","p","e","b","k","k","b","n","p","w","o","l","Brown","v","g"
4666,"Poisonous","x","y","g","f","Creosote","f","c","b","p","e","b","k","k","n","p","p","w","o","l","Brown","y","d"
4667,"Poisonous","x","f","y","f","Creosote","f","c","b","p","e","b","k","k","p","p","p","w","o","l","Brown","y","p"
4668,"Poisonous","f","f","g","f","Creosote","f","c","b","h","e","b","k","k","p","n","p","w","o","l","Brown","y","d"
4669,"Poisonous","x","y","g","f","Creosote","f","c","b","g","e","b","k","k","p","b","p","w","o","l","Brown","y","p"
4670,"Poisonous","f","f","g","f","Creosote","f","c","b","h","e","b","k","k","b","n","p","w","o","l","Brown","y","g"
4671,"Poisonous","f","f","y","f","Creosote","f","c","b","p","e","b","k","k","p","n","p","w","o","l","Brown","y","g"
4672,"Poisonous","x","y","g","f","Creosote","f","c","b","h","e","b","k","k","p","p","p","w","o","l","Brown","y","p"
4673,"Poisonous","f","y","g","f","Creosote","f","c","b","g","e","b","k","k","n","b","p","w","o","l","Brown","y","p"
4674,"Edible","f","s","p","t","Musty","f","c","b","w","e","?","s","s","w","e","p","w","t","e","White","c","w"
4675,"Poisonous","f","f","g","f","Creosote","f","c","b","h","e","b","k","k","p","n","p","w","o","l","Brown","y","p"
4676,"Poisonous","x","y","y","f","Creosote","f","c","b","g","e","b","k","k","b","p","p","w","o","l","Brown","y","p"
4677,"Poisonous","x","y","g","f","Creosote","f","c","b","g","e","b","k","k","n","b","p","w","o","l","Brown","y","p"
4678,"Poisonous","f","f","y","f","Creosote","f","c","b","g","e","b","k","k","b","n","p","w","o","l","Brown","v","g"
4679,"Poisonous","x","f","y","f","Creosote","f","c","b","p","e","b","k","k","p","n","p","w","o","l","Brown","y","d"
4680,"Poisonous","f","y","g","f","Creosote","f","c","b","g","e","b","k","k","n","b","p","w","o","l","Brown","y","d"
4681,"Poisonous","f","y","y","f","Creosote","f","c","b","g","e","b","k","k","n","p","p","w","o","l","Brown","y","p"
4682,"Poisonous","x","y","g","f","Creosote","f","c","b","p","e","b","k","k","b","p","p","w","o","l","Brown","y","g"
4683,"Poisonous","x","y","g","f","Creosote","f","c","b","g","e","b","k","k","b","n","p","w","o","l","Brown","y","d"
4684,"Poisonous","f","f","y","f","Creosote","f","c","b","g","e","b","k","k","n","p","p","w","o","l","Brown","y","p"
4685,"Poisonous","f","f","g","f","Creosote","f","c","b","p","e","b","k","k","b","n","p","w","o","l","Brown","y","d"
4686,"Poisonous","x","y","g","f","Creosote","f","c","b","h","e","b","k","k","b","n","p","w","o","l","Brown","y","p"
4687,"Poisonous","f","f","y","f","Creosote","f","c","b","p","e","b","k","k","p","p","p","w","o","l","Brown","v","p"
4688,"Poisonous","f","y","g","f","Creosote","f","c","b","h","e","b","k","k","n","p","p","w","o","l","Brown","v","d"
4689,"Poisonous","x","y","g","f","Creosote","f","c","b","p","e","b","k","k","n","p","p","w","o","l","Brown","y","g"
4690,"Poisonous","f","f","g","f","Creosote","f","c","b","h","e","b","k","k","b","b","p","w","o","l","Brown","v","d"
4691,"Poisonous","x","y","g","f","Creosote","f","c","b","h","e","b","k","k","n","p","p","w","o","l","Brown","y","g"
4692,"Poisonous","f","f","g","f","Creosote","f","c","b","p","e","b","k","k","p","n","p","w","o","l","Brown","v","d"
4693,"Poisonous","x","y","y","f","Creosote","f","c","b","g","e","b","k","k","b","b","p","w","o","l","Brown","y","p"
4694,"Poisonous","x","f","y","f","Creosote","f","c","b","p","e","b","k","k","p","p","p","w","o","l","Brown","y","g"
4695,"Poisonous","x","y","g","f","Creosote","f","c","b","h","e","b","k","k","b","p","p","w","o","l","Brown","v","p"
4696,"Poisonous","f","f","y","f","Creosote","f","c","b","h","e","b","k","k","n","p","p","w","o","l","Brown","v","p"
4697,"Edible","f","y","n","t","Musty","f","c","b","n","t","b","s","s","w","g","p","w","o","p","Chocolate","y","d"
4698,"Poisonous","f","f","g","f","Creosote","f","c","b","h","e","b","k","k","p","b","p","w","o","l","Brown","y","d"
4699,"Poisonous","x","y","y","f","Creosote","f","c","b","h","e","b","k","k","n","n","p","w","o","l","Brown","y","p"
4700,"Poisonous","x","s","g","t","Creosote","f","c","b","h","t","b","f","f","w","w","p","w","o","p","Brown","s","g"
4701,"Poisonous","f","y","y","f","Creosote","f","c","b","h","e","b","k","k","n","n","p","w","o","l","Brown","v","p"
4702,"Poisonous","x","y","y","f","Creosote","f","c","b","p","e","b","k","k","n","p","p","w","o","l","Brown","v","p"
4703,"Poisonous","x","f","w","f","Anise","f","c","n","g","e","b","s","s","w","w","p","w","o","p","Buff","s","d"
4704,"Poisonous","x","f","y","f","Creosote","f","c","b","g","e","b","k","k","n","p","p","w","o","l","Brown","y","d"
4705,"Poisonous","f","s","b","t","Creosote","f","c","b","h","t","b","f","s","w","w","p","w","o","p","Brown","s","u"
4706,"Poisonous","x","y","y","f","Creosote","f","c","b","h","e","b","k","k","p","b","p","w","o","l","Brown","y","g"
4707,"Poisonous","x","y","g","f","Creosote","f","c","b","h","e","b","k","k","n","p","p","w","o","l","Brown","y","d"
4708,"Poisonous","f","f","y","f","Creosote","f","c","b","g","e","b","k","k","b","b","p","w","o","l","Brown","y","g"
4709,"Poisonous","f","s","p","t","Musty","f","c","b","w","e","b","s","s","w","w","p","w","t","p","Orange","v","g"
4710,"Poisonous","f","s","b","t","Creosote","f","c","b","p","t","b","f","f","w","w","p","w","o","p","Brown","v","u"
4711,"Poisonous","x","y","g","f","Creosote","f","c","b","g","e","b","k","k","b","b","p","w","o","l","Brown","v","g"
4712,"Poisonous","x","y","g","f","Creosote","f","c","b","h","e","b","k","k","p","b","p","w","o","l","Brown","y","g"
4713,"Poisonous","x","y","g","f","Creosote","f","c","b","p","e","b","k","k","b","p","p","w","o","l","Brown","v","g"
4714,"Poisonous","f","f","g","f","Creosote","f","c","b","g","e","b","k","k","p","n","p","w","o","l","Brown","y","p"
4715,"Poisonous","f","f","g","f","Creosote","f","c","b","g","e","b","k","k","p","p","p","w","o","l","Brown","v","p"
4716,"Poisonous","x","f","y","f","Creosote","f","c","b","h","e","b","k","k","p","p","p","w","o","l","Brown","y","p"
4717,"Poisonous","f","f","y","f","Creosote","f","c","b","h","e","b","k","k","p","n","p","w","o","l","Brown","v","p"
4718,"Edible","f","y","u","f","Musty","f","c","n","u","e","?","s","f","w","w","p","w","o","f","Brown","v","d"
4719,"Poisonous","x","f","y","f","Creosote","f","c","b","g","e","b","k","k","b","b","p","w","o","l","Brown","y","g"
4720,"Edible","f","f","e","t","Musty","f","c","b","w","t","b","s","s","g","w","p","w","o","p","Chocolate","v","d"
4721,"Poisonous","f","f","y","f","Creosote","f","c","b","g","e","b","k","k","n","p","p","w","o","l","Brown","y","g"
4722,"Poisonous","x","f","y","f","Creosote","f","c","b","g","e","b","k","k","p","p","p","w","o","l","Brown","v","g"
4723,"Poisonous","x","y","n","f","Creosote","f","c","n","b","t","?","k","s","p","p","p","w","o","e","White","v","l"
4724,"Poisonous","x","y","g","f","Creosote","f","c","b","g","e","b","k","k","b","b","p","w","o","l","Brown","y","g"
4725,"Poisonous","x","f","y","f","Creosote","f","c","b","p","e","b","k","k","b","p","p","w","o","l","Brown","y","d"
4726,"Poisonous","f","f","g","f","Creosote","f","c","b","p","e","b","k","k","p","p","p","w","o","l","Brown","y","g"
4727,"Poisonous","x","y","g","f","Creosote","f","c","b","g","e","b","k","k","b","b","p","w","o","l","Brown","v","p"
4728,"Poisonous","x","y","g","f","Creosote","f","c","b","h","e","b","k","k","b","b","p","w","o","l","Brown","y","g"
4729,"Poisonous","x","f","y","f","Creosote","f","c","b","h","e","b","k","k","b","p","p","w","o","l","Brown","y","d"
4730,"Poisonous","f","f","y","f","Creosote","f","c","b","h","e","b","k","k","n","n","p","w","o","l","Brown","y","g"
4731,"Poisonous","f","y","g","f","Creosote","f","c","b","g","e","b","k","k","n","p","p","w","o","l","Brown","v","p"
4732,"Poisonous","f","y","g","f","Creosote","f","c","b","h","e","b","k","k","p","b","p","w","o","l","Brown","y","g"
4733,"Edible","f","y","n","t","Musty","f","c","b","n","t","b","s","s","p","w","p","w","o","p","Chocolate","y","d"
4734,"Poisonous","x","y","y","f","Creosote","f","c","b","g","e","b","k","k","n","p","p","w","o","l","Brown","v","g"
4735,"Edible","f","f","e","t","Musty","f","c","b","w","t","b","s","s","w","w","p","w","o","p","Buff","y","d"
4736,"Poisonous","x","f","y","f","Creosote","f","c","b","h","e","b","k","k","b","n","p","w","o","l","Brown","y","d"
4737,"Poisonous","x","y","g","f","Creosote","f","c","b","h","e","b","k","k","p","b","p","w","o","l","Brown","y","p"
4738,"Poisonous","f","y","g","f","Creosote","f","c","b","h","e","b","k","k","p","n","p","w","o","l","Brown","y","p"
4739,"Poisonous","x","f","y","f","Creosote","f","c","b","p","e","b","k","k","p","b","p","w","o","l","Brown","y","p"
4740,"Poisonous","f","f","g","f","Creosote","f","c","b","h","e","b","k","k","n","b","p","w","o","l","Brown","v","d"
4741,"Poisonous","f","f","g","f","Creosote","f","c","b","p","e","b","k","k","p","b","p","w","o","l","Brown","v","d"
4742,"Poisonous","f","y","g","f","Creosote","f","c","b","p","e","b","k","k","n","b","p","w","o","l","Brown","y","p"
4743,"Poisonous","f","y","g","f","Creosote","f","c","b","g","e","b","k","k","p","n","p","w","o","l","Brown","y","g"
4744,"Poisonous","x","f","y","f","Creosote","f","c","b","g","e","b","k","k","b","p","p","w","o","l","Brown","v","d"
4745,"Poisonous","x","y","y","f","Creosote","f","c","b","h","e","b","k","k","p","n","p","w","o","l","Brown","y","p"
4746,"Poisonous","f","f","y","f","Creosote","f","c","b","g","e","b","k","k","n","p","p","w","o","l","Brown","v","d"
4747,"Poisonous","x","y","g","f","Creosote","f","c","b","g","e","b","k","k","b","p","p","w","o","l","Brown","y","d"
4748,"Poisonous","f","f","y","f","Creosote","f","c","b","g","e","b","k","k","p","b","p","w","o","l","Brown","y","p"
4749,"Poisonous","f","y","g","f","Creosote","f","c","b","g","e","b","k","k","b","p","p","w","o","l","Brown","v","d"
4750,"Poisonous","x","f","p","f","Anise","f","w","n","p","e","b","s","s","w","w","p","w","o","p","Buff","s","d"
4751,"Poisonous","f","f","y","f","Creosote","f","c","b","g","e","b","k","k","p","b","p","w","o","l","Brown","v","d"
4752,"Poisonous","x","y","g","f","Creosote","f","c","b","h","e","b","k","k","n","p","p","w","o","l","Brown","v","d"
4753,"Poisonous","x","y","y","f","Creosote","f","c","b","p","e","b","k","k","b","p","p","w","o","l","Brown","y","g"
4754,"Poisonous","x","y","g","f","Creosote","f","c","b","h","e","b","k","k","p","b","p","w","o","l","Brown","v","d"
4755,"Poisonous","f","y","y","f","Creosote","f","c","b","h","e","b","k","k","n","b","p","w","o","l","Brown","v","p"
4756,"Poisonous","x","y","g","f","Creosote","f","c","b","g","e","b","k","k","b","p","p","w","o","l","Brown","y","p"
4757,"Poisonous","x","f","y","f","Creosote","f","c","b","g","e","b","k","k","p","n","p","w","o","l","Brown","v","d"
4758,"Poisonous","f","y","g","f","Creosote","f","c","b","g","e","b","k","k","b","b","p","w","o","l","Brown","v","d"
4759,"Poisonous","f","y","g","f","Creosote","f","c","b","p","e","b","k","k","p","b","p","w","o","l","Brown","v","g"
4760,"Poisonous","x","y","y","f","Creosote","f","c","b","p","e","b","k","k","p","n","p","w","o","l","Brown","y","d"
4761,"Poisonous","f","f","y","f","Creosote","f","c","b","h","e","b","k","k","p","b","p","w","o","l","Brown","y","d"
4762,"Poisonous","x","y","g","f","Creosote","f","c","b","g","e","b","k","k","p","n","p","w","o","l","Brown","v","d"
4763,"Poisonous","x","y","y","f","Creosote","f","c","b","p","e","b","k","k","b","b","p","w","o","l","Brown","y","d"
4764,"Poisonous","x","y","g","f","Creosote","f","c","b","g","e","b","k","k","b","p","p","w","o","l","Brown","v","d"
4765,"Poisonous","x","y","g","f","Creosote","f","c","b","g","e","b","k","k","b","p","p","w","o","l","Brown","y","g"
4766,"Poisonous","x","f","y","f","Creosote","f","c","b","g","e","b","k","k","n","b","p","w","o","l","Brown","v","g"
4767,"Poisonous","x","y","g","f","Creosote","f","c","b","p","e","b","k","k","n","b","p","w","o","l","Brown","y","d"
4768,"Poisonous","f","f","g","f","Creosote","f","c","b","g","e","b","k","k","p","b","p","w","o","l","Brown","y","p"
4769,"Poisonous","f","f","g","f","Creosote","f","c","b","p","e","b","k","k","b","b","p","w","o","l","Brown","v","g"
4770,"Poisonous","x","y","g","f","Creosote","f","c","b","h","e","b","k","k","n","n","p","w","o","l","Brown","v","p"
4771,"Poisonous","x","f","y","f","Creosote","f","c","b","h","e","b","k","k","n","p","p","w","o","l","Brown","v","d"
4772,"Poisonous","x","y","g","f","Creosote","f","c","b","g","e","b","k","k","p","n","p","w","o","l","Brown","y","d"
4773,"Poisonous","f","f","g","f","Creosote","f","c","b","p","e","b","k","k","n","b","p","w","o","l","Brown","v","p"
4774,"Poisonous","x","y","y","f","Creosote","f","c","b","h","e","b","k","k","n","p","p","w","o","l","Brown","v","p"
4775,"Poisonous","x","f","y","f","Creosote","f","c","b","h","e","b","k","k","p","n","p","w","o","l","Brown","v","d"
4776,"Poisonous","f","y","g","f","Creosote","f","c","b","p","e","b","k","k","n","n","p","w","o","l","Brown","y","d"
4777,"Poisonous","f","f","g","f","Creosote","f","c","b","p","e","b","k","k","b","p","p","w","o","l","Brown","v","p"
4778,"Edible","x","s","p","t","Musty","f","c","b","e","e","?","s","s","w","w","p","w","t","e","White","c","w"
4779,"Poisonous","f","f","y","f","Creosote","f","c","b","p","e","b","k","k","n","p","p","w","o","l","Brown","v","d"
4780,"Poisonous","x","s","p","f","Anise","f","w","n","g","e","b","s","s","w","w","p","w","o","p","Buff","v","d"
4781,"Poisonous","x","f","y","f","Creosote","f","c","b","h","e","b","k","k","p","p","p","w","o","l","Brown","y","g"
4782,"Poisonous","f","f","g","f","Creosote","f","c","b","g","e","b","k","k","b","p","p","w","o","l","Brown","y","p"
4783,"Poisonous","x","f","y","f","Creosote","f","c","b","p","e","b","k","k","n","b","p","w","o","l","Brown","y","g"
4784,"Edible","f","f","e","t","Musty","f","c","b","p","t","b","s","s","p","p","p","w","o","p","Chocolate","y","d"
4785,"Poisonous","x","y","y","f","Creosote","f","c","b","g","e","b","k","k","b","n","p","w","o","l","Brown","v","d"
4786,"Poisonous","x","f","y","f","Creosote","f","c","b","p","e","b","k","k","b","p","p","w","o","l","Brown","y","g"
4787,"Poisonous","f","y","g","f","Creosote","f","c","b","h","e","b","k","k","n","p","p","w","o","l","Brown","v","g"
4788,"Poisonous","f","f","y","f","Creosote","f","c","b","p","e","b","k","k","b","p","p","w","o","l","Brown","y","g"
4789,"Edible","f","y","n","t","Musty","f","c","b","n","t","b","s","s","p","w","p","w","o","p","Chocolate","v","d"
4790,"Poisonous","x","y","y","f","Creosote","f","c","b","h","e","b","k","k","b","b","p","w","o","l","Brown","y","p"
4791,"Poisonous","f","f","g","f","Creosote","f","c","b","h","e","b","k","k","p","b","p","w","o","l","Brown","v","p"
4792,"Poisonous","x","y","y","f","Creosote","f","c","b","h","e","b","k","k","p","n","p","w","o","l","Brown","v","p"
4793,"Poisonous","f","f","y","f","Creosote","f","c","b","h","e","b","k","k","p","n","p","w","o","l","Brown","y","d"
4794,"Poisonous","f","y","y","f","Creosote","f","c","b","h","e","b","k","k","n","p","p","w","o","l","Brown","y","d"
4795,"Poisonous","f","y","g","f","Creosote","f","c","b","h","e","b","k","k","p","p","p","w","o","l","Brown","v","g"
4796,"Poisonous","f","f","g","f","Creosote","f","c","b","h","e","b","k","k","b","p","p","w","o","l","Brown","v","g"
4797,"Poisonous","x","y","y","f","Creosote","f","c","b","p","e","b","k","k","b","n","p","w","o","l","Brown","y","g"
4798,"Poisonous","f","y","g","f","Creosote","f","c","b","g","e","b","k","k","n","n","p","w","o","l","Brown","y","p"
4799,"Poisonous","x","y","y","f","Creosote","f","c","b","g","e","b","k","k","n","n","p","w","o","l","Brown","y","g"
4800,"Edible","f","f","g","t","Musty","f","c","b","u","t","b","s","s","w","w","p","w","o","p","Chocolate","y","d"
4801,"Poisonous","x","s","g","t","Creosote","f","c","b","h","t","b","f","s","w","w","p","w","o","p","Brown","s","g"
4802,"Poisonous","x","y","n","f","Creosote","f","c","n","b","t","?","s","k","p","w","p","w","o","e","White","v","p"
4803,"Poisonous","f","s","g","t","Creosote","f","c","b","p","t","b","s","f","w","w","p","w","o","p","Brown","v","g"
4804,"Poisonous","f","y","g","f","Creosote","f","c","b","g","e","b","k","k","b","n","p","w","o","l","Brown","y","g"
4805,"Poisonous","f","y","y","f","Creosote","f","c","b","g","e","b","k","k","p","p","p","w","o","l","Brown","v","g"
4806,"Poisonous","f","y","g","f","Creosote","f","c","b","p","e","b","k","k","b","p","p","w","o","l","Brown","v","d"
4807,"Edible","f","y","e","t","Musty","f","c","b","e","e","?","s","s","w","e","p","w","t","e","White","c","w"
4808,"Poisonous","f","y","g","f","Creosote","f","c","b","p","e","b","k","k","n","n","p","w","o","l","Brown","v","p"
4809,"Poisonous","x","f","y","f","Creosote","f","c","b","h","e","b","k","k","n","n","p","w","o","l","Brown","v","g"
4810,"Poisonous","f","f","g","f","Creosote","f","c","b","g","e","b","k","k","b","b","p","w","o","l","Brown","y","d"
4811,"Poisonous","x","y","y","f","Creosote","f","c","b","p","e","b","k","k","p","b","p","w","o","l","Brown","y","d"
4812,"Poisonous","f","f","y","f","Creosote","f","c","b","p","e","b","k","k","n","b","p","w","o","l","Brown","y","g"
4813,"Edible","f","y","n","t","Musty","f","c","b","e","e","?","s","s","e","e","p","w","t","e","White","c","w"
4814,"Poisonous","f","y","g","f","Creosote","f","c","b","p","e","b","k","k","p","n","p","w","o","l","Brown","v","g"
4815,"Poisonous","k","f","n","f","Musty","f","c","n","w","e","?","k","y","w","n","p","w","o","e","White","v","d"
4816,"Poisonous","f","f","g","f","Creosote","f","c","b","g","e","b","k","k","b","p","p","w","o","l","Brown","v","d"
4817,"Poisonous","f","f","y","f","Creosote","f","c","b","h","e","b","k","k","n","b","p","w","o","l","Brown","v","p"
4818,"Poisonous","x","y","n","f","Pungent","f","c","n","b","t","?","s","k","w","p","p","w","o","e","White","v","p"
4819,"Poisonous","f","f","g","f","Creosote","f","c","b","h","e","b","k","k","p","p","p","w","o","l","Brown","v","d"
4820,"Poisonous","f","f","g","f","Creosote","f","c","b","g","e","b","k","k","b","b","p","w","o","l","Brown","y","p"
4821,"Poisonous","f","s","w","t","Creosote","f","c","b","w","t","b","f","f","w","w","p","w","o","p","Brown","v","g"
4822,"Poisonous","f","f","y","f","Creosote","f","c","b","g","e","b","k","k","b","n","p","w","o","l","Brown","v","d"
4823,"Poisonous","x","y","g","f","Creosote","f","c","b","h","e","b","k","k","p","n","p","w","o","l","Brown","y","g"
4824,"Poisonous","x","f","y","f","Creosote","f","c","b","h","e","b","k","k","n","p","p","w","o","l","Brown","y","g"
4825,"Edible","x","y","e","t","Musty","f","c","b","w","e","?","s","s","e","e","p","w","t","e","White","c","w"
4826,"Poisonous","f","y","y","f","Creosote","f","c","b","g","e","b","k","k","n","p","p","w","o","l","Brown","v","d"
4827,"Poisonous","b","f","y","f","Musty","f","c","n","w","e","?","k","y","w","n","p","w","o","e","White","v","d"
4828,"Poisonous","f","y","y","f","Creosote","f","c","b","p","e","b","k","k","n","n","p","w","o","l","Brown","v","d"
4829,"Poisonous","x","s","g","t","Creosote","f","c","b","p","t","b","f","f","w","w","p","w","o","p","Brown","s","u"
4830,"Poisonous","f","y","y","f","Creosote","f","c","b","h","e","b","k","k","p","p","p","w","o","l","Brown","v","d"
4831,"Poisonous","f","f","y","f","Creosote","f","c","b","p","e","b","k","k","p","b","p","w","o","l","Brown","v","g"
4832,"Edible","k","y","e","t","Musty","f","c","b","e","e","?","s","s","w","w","p","w","t","e","White","c","w"
4833,"Poisonous","f","f","y","f","Creosote","f","c","b","p","e","b","k","k","b","p","p","w","o","l","Brown","v","p"
4834,"Poisonous","f","f","y","f","Creosote","f","c","b","g","e","b","k","k","p","n","p","w","o","l","Brown","v","p"
4835,"Edible","k","y","n","f","Musty","f","w","n","w","e","b","f","s","w","n","p","w","o","e","White","v","l"
4836,"Poisonous","x","s","w","f","Anise","f","c","n","p","e","b","s","s","w","w","p","w","o","p","Chocolate","v","d"
4837,"Poisonous","x","f","y","f","Creosote","f","c","b","g","e","b","k","k","b","n","p","w","o","l","Brown","y","g"
4838,"Poisonous","x","f","y","f","Creosote","f","c","b","g","e","b","k","k","n","b","p","w","o","l","Brown","v","p"
4839,"Poisonous","x","f","y","f","Creosote","f","c","b","g","e","b","k","k","b","n","p","w","o","l","Brown","y","d"
4840,"Poisonous","f","y","y","f","Creosote","f","c","b","p","e","b","k","k","n","b","p","w","o","l","Brown","v","p"
4841,"Poisonous","b","s","b","t","Musty","f","c","b","g","e","b","s","s","w","w","p","w","t","p","Orange","v","g"
4842,"Poisonous","x","s","w","t","Creosote","f","c","b","h","t","b","f","f","w","w","p","w","o","p","Brown","v","g"
4843,"Edible","f","y","e","t","Musty","f","c","b","n","t","b","s","s","w","p","p","w","o","p","Chocolate","y","d"
4844,"Poisonous","b","s","w","t","Musty","f","c","b","g","e","b","s","s","w","w","p","w","t","p","Orange","v","m"
4845,"Edible","f","y","p","t","Musty","f","c","b","w","e","?","s","s","e","e","p","w","t","e","White","c","w"
4846,"Poisonous","x","s","w","t","Creosote","f","c","b","p","t","b","f","f","w","w","p","w","o","p","Brown","v","g"
4847,"Edible","k","y","n","t","Musty","f","c","b","w","e","?","s","s","w","w","p","w","t","e","White","c","w"
4848,"Poisonous","x","y","y","f","Creosote","f","c","b","h","e","b","k","k","n","b","p","w","o","l","Brown","y","p"
4849,"Poisonous","f","s","b","t","Creosote","f","c","b","h","t","b","f","s","w","w","p","w","o","p","Brown","v","u"
4850,"Poisonous","f","y","g","f","Creosote","f","c","b","h","e","b","k","k","n","n","p","w","o","l","Brown","v","d"
4851,"Poisonous","x","y","y","f","Creosote","f","c","b","h","e","b","k","k","b","n","p","w","o","l","Brown","v","d"
4852,"Poisonous","x","y","g","f","Creosote","f","c","b","p","e","b","k","k","n","b","p","w","o","l","Brown","v","d"
4853,"Poisonous","x","f","y","f","Creosote","f","c","b","g","e","b","k","k","n","p","p","w","o","l","Brown","y","p"
4854,"Poisonous","x","y","y","f","Creosote","f","c","b","h","e","b","k","k","p","b","p","w","o","l","Brown","v","d"
4855,"Poisonous","x","y","y","f","Creosote","f","c","b","h","e","b","k","k","p","n","p","w","o","l","Brown","y","d"
4856,"Poisonous","x","f","y","f","Creosote","f","c","b","g","e","b","k","k","b","n","p","w","o","l","Brown","y","p"
4857,"Poisonous","x","y","g","f","Creosote","f","c","b","g","e","b","k","k","b","b","p","w","o","l","Brown","y","p"
4858,"Poisonous","f","f","g","f","Creosote","f","c","b","p","e","b","k","k","n","n","p","w","o","l","Brown","v","p"
4859,"Edible","k","s","e","t","Musty","f","c","b","w","e","?","s","s","e","w","p","w","t","e","White","c","w"
4860,"Edible","f","y","n","t","Musty","f","c","b","e","e","?","s","s","e","w","p","w","t","e","White","c","w"
4861,"Edible","f","s","b","t","Musty","f","c","b","w","e","?","s","s","e","w","p","w","t","e","White","c","w"
4862,"Poisonous","x","y","y","f","Creosote","f","c","b","g","e","b","k","k","b","b","p","w","o","l","Brown","v","d"
4863,"Edible","f","f","g","t","Musty","f","c","b","u","t","b","s","s","p","p","p","w","o","p","Chocolate","v","d"
4864,"Poisonous","f","f","y","f","Creosote","f","c","b","p","e","b","k","k","n","n","p","w","o","l","Brown","y","p"
4865,"Poisonous","f","y","g","f","Creosote","f","c","b","h","e","b","k","k","p","p","p","w","o","l","Brown","y","g"
4866,"Poisonous","x","s","g","t","Creosote","f","c","b","p","t","b","f","f","w","w","p","w","o","p","Brown","v","g"
4867,"Poisonous","f","f","g","f","Creosote","f","c","b","p","e","b","k","k","p","p","p","w","o","l","Brown","v","p"
4868,"Poisonous","x","f","y","f","Creosote","f","c","b","h","e","b","k","k","p","b","p","w","o","l","Brown","y","d"
4869,"Poisonous","f","f","y","f","Creosote","f","c","b","p","e","b","k","k","n","p","p","w","o","l","Brown","v","g"
4870,"Poisonous","x","y","n","f","Creosote","f","c","n","b","t","?","k","k","w","w","p","w","o","e","White","v","l"
4871,"Poisonous","f","f","g","f","Creosote","f","c","b","h","e","b","k","k","b","n","p","w","o","l","Brown","v","p"
4872,"Edible","f","y","n","t","Musty","f","c","b","e","e","?","s","s","w","w","p","w","t","e","White","c","w"
4873,"Edible","f","y","e","t","Musty","f","c","b","p","t","b","s","s","g","p","p","w","o","p","Buff","v","d"
4874,"Poisonous","f","y","g","f","Creosote","f","c","b","g","e","b","k","k","p","b","p","w","o","l","Brown","y","g"
4875,"Poisonous","x","y","y","f","Creosote","f","c","b","h","e","b","k","k","p","p","p","w","o","l","Brown","v","p"
4876,"Poisonous","f","f","g","f","Creosote","f","c","b","p","e","b","k","k","n","n","p","w","o","l","Brown","y","d"
4877,"Edible","f","f","e","t","Musty","f","c","b","n","t","b","s","s","p","w","p","w","o","p","Chocolate","v","d"
4878,"Poisonous","x","y","y","f","Creosote","f","c","b","h","e","b","k","k","p","b","p","w","o","l","Brown","v","p"
4879,"Poisonous","f","f","y","f","Creosote","f","c","b","p","e","b","k","k","b","b","p","w","o","l","Brown","y","p"
4880,"Poisonous","f","f","g","f","Creosote","f","c","b","p","e","b","k","k","p","n","p","w","o","l","Brown","v","p"
4881,"Poisonous","f","y","y","f","Creosote","f","c","b","g","e","b","k","k","n","b","p","w","o","l","Brown","y","d"
4882,"Poisonous","x","y","g","f","Creosote","f","c","b","h","e","b","k","k","b","b","p","w","o","l","Brown","v","d"
4883,"Poisonous","b","y","w","t","Musty","f","c","b","w","e","b","s","s","w","w","p","w","t","p","Orange","v","m"
4884,"Poisonous","f","f","y","f","Creosote","f","c","b","p","e","b","k","k","p","p","p","w","o","l","Brown","y","p"
4885,"Poisonous","x","y","n","f","Creosote","f","c","n","b","t","?","k","s","p","w","p","w","o","e","White","v","d"
4886,"Poisonous","f","f","g","f","Creosote","f","c","b","g","e","b","k","k","p","p","p","w","o","l","Brown","y","g"
4887,"Poisonous","x","y","y","f","Creosote","f","c","b","g","e","b","k","k","n","n","p","w","o","l","Brown","v","g"
4888,"Poisonous","f","y","y","f","Creosote","f","c","b","g","e","b","k","k","n","n","p","w","o","l","Brown","y","p"
4889,"Edible","f","y","p","t","Musty","f","c","b","e","e","?","s","s","e","e","p","w","t","e","White","c","w"
4890,"Poisonous","x","s","w","t","Creosote","f","c","b","h","t","b","s","s","w","w","p","w","o","p","Brown","s","g"
